area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Yelahanka,3,Edreelm,35000,3,3,130.0
Super built-up  Area,Ready To Move,Ambedkar Colony,3,RMcesa ,1875,3,2,165.0
Plot  Area,Ready To Move,Brookefield,3,Krreera,1200,3,2,140.0
Super built-up  Area,Ready To Move,Whitefield,2,PaantPl,1140,2,1,56.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,Soiewre,1683,3,1,109.0
Super built-up  Area,19-Dec,Hoodi,4,Caycend,2118,4,2,111.0
Built-up  Area,Ready To Move,Avalahalli,3,Sohea A,2300,3,3,120.0
Super built-up  Area,Ready To Move,Prakruthi Nagar,2,MSvelek,1240,2,2,60.0
Super built-up  Area,Ready To Move,Surabhi Layout,3,VDdonel,1750,3,1,120.0
Super built-up  Area,Ready To Move,Abbigere,2,SLtias ,985,2,1,40.39
Plot  Area,Ready To Move,Tindlu,3,Hentye ,1500,2,1,87.0
Built-up  Area,Ready To Move,Maruthi Sevanagar,2,SMikaay,950,2,1,44.0
Built-up  Area,18-Jul,Electronic City Phase II,2,Sryalan,1090,2,1,28.34
Super built-up  Area,18-Apr,Kammasandra,2,Prony S,810,2,2,24.5
Super built-up  Area,18-Sep,Hebbal,2,Arcia S,1337,2,1,82.0
Super built-up  Area,Ready To Move,Koramangala,3,TealeRo,1580,3,2,160.0
Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1500,2,3,54.0
Super built-up  Area,Ready To Move,Silver Springs Layout,3,SSarlPe,1570,3,2,62.0
Super built-up  Area,Ready To Move,Gubbalala,3,MauilTr,1470,2,2,82.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2,Brnia G,1050,2,1,71.0
Super built-up  Area,20-Jun,Dairy Circle,3,Soeurri,1855,3,1,225.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1460,2,1,90.0
Super built-up  Area,Ready To Move,Electronic City,2,Daives ,1094,2,2,42.0
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1153,2,2,57.0
Built-up  Area,Ready To Move,Hoysalanagar,3,PNncysi,1325,3,1,57.0
Built-up  Area,Ready To Move,Jakkur,3,Socon Z,1590,2,2,125.0
Super built-up  Area,Ready To Move,Narayana Nagar 1st Block,2,Krite D,1202,2,1,48.0
Super built-up  Area,18-Feb,Panathur,3,Prcesvy,1688,3,1,118.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2,Soestrn,1020,2,1,52.0
Super built-up  Area,Ready To Move,Sarjapur,2,Coa 3t ,1185,2,2,47.0
Super built-up  Area,17-Oct,Ramagondanahalli,2,ViistLa,1235,2,1,52.04
Super built-up  Area,Ready To Move,Kengeri Satellite Town,3,MB-laan,1415,2,3,66.0
Super built-up  Area,18-Apr,EPIP Zone,3,BrontLa,2330,3,2,162.0
Super built-up  Area,Ready To Move,Whitefield,2,JahanSa,805,2,2,35.0
Super built-up  Area,Ready To Move,Ambedkar Colony,2,RMcesa ,1468,2,1,140.0
Super built-up  Area,Ready To Move,Hegde Nagar,2,Soiniy ,1341,2,1,97.0
Super built-up  Area,Ready To Move,Thanisandra,2,MenueNo,1185,2,2,43.51
Super built-up  Area,Ready To Move,Vadarpalya,3,VMianri,1750,3,2,85.0
Super built-up  Area,Ready To Move,Kudlu,2,GKityel,1152,2,1,53.5
Super built-up  Area,Ready To Move,Electronic City,2,GMown E,1070,2,1,55.0
Built-up  Area,Ready To Move,Old Airport Road,3,Trnce A,1875,2,2,110.0
Super built-up  Area,Ready To Move,Kundalahalli,2,Dieldli,735,2,1,57.99
Super built-up  Area,Ready To Move,Marathahalli,2,PuilaMi,1215,2,1,67.0
Super built-up  Area,Ready To Move,Vishwapriya Layout,2,Prodsth,820,2,1,30.0
Super built-up  Area,Ready To Move,Battarahalli,3,PaontWa,1779,3,2,89.61
Built-up  Area,Ready To Move,HMT Layout,2,HMRWAyo,1105,2,2,58.0
Super built-up  Area,Ready To Move,Whitefield,3,UKkente,1650,3,2,60.0
Super built-up  Area,Ready To Move,Jalahalli,2,Tahtsla,1694,2,2,150.0
Super built-up  Area,Ready To Move,Hosakerehalli,3,Taonte ,2376,3,1,203.0
Super built-up  Area,Ready To Move,Kammasandra,2,Icingpy,674,2,1,33.0
Super built-up  Area,Ready To Move,Kaggadasapura,2,SLireap,1185,2,1,41.0
Super built-up  Area,Ready To Move,Gottigere,3,Sklls C,1618,3,3,82.5
Super built-up  Area,Ready To Move,Marathahalli,4,Sutte C,2181,3,2,152.0
Super built-up  Area,18-Oct,Bannerghatta Road,3,DSnjh S,1556,2,1,59.13
Super built-up  Area,19-Feb,Bannerghatta Road,2,Hiatei ,1179,2,1,66.02
Super built-up  Area,Ready To Move,Thanisandra,2,Bhmesy ,1296,2,2,83.0
Built-up  Area,Ready To Move,Kaggadasapura,2,VSomepi,1275,2,2,52.0
Super built-up  Area,Ready To Move,Gottigere,2,Krryll ,1222,2,1,63.0
Super built-up  Area,Ready To Move,Electronic City,2,Palleon,940,2,1,41.0
Super built-up  Area,Ready To Move,Thanisandra,2,MenueNo,1185,2,2,42.6
Super built-up  Area,Ready To Move,Tumkur Road,3,Soite E,1779,3,2,112.0
Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1615,3,2,59.76
Super built-up  Area,Ready To Move,Haralur Road,2,Zostaa ,1056,2,1,61.0
Built-up  Area,Ready To Move,Arekere,2,Prdowth,920,2,1,40.0
Built-up  Area,Ready To Move,Kasavanhalli,3,HMonymp,1717,3,3,99.0
Super built-up  Area,18-Jul,Bhoganhalli,4,Rosha I,2119,4,3,111.0
Super built-up  Area,Ready To Move,Vittasandra,2,Prlla C,1246,2,1,67.3
Super built-up  Area,17-Jul,Anandapura,2,ViensRK,1141,2,1,42.79
Super built-up  Area,18-Aug,Chandapura,2,SuVue S,1025,2,2,27.68
Super built-up  Area,Ready To Move,Hebbal,2,Prersis,1349,2,1,98.0
Super built-up  Area,Ready To Move,Narayanapura,3,Veodsar,1566,3,1,83.3
Super built-up  Area,Ready To Move,Sahakara Nagar,4,OsrdsOr,2830,3,3,195.0
Super built-up  Area,Ready To Move,Varthur,2,Hirio L,1091,2,1,34.9
Super built-up  Area,Ready To Move,Rachenahalli,4,Leino C,3670,4,3,300.0
Super built-up  Area,Ready To Move,Yelahanka,3,Shana S,1705,3,2,95.0
Built-up  Area,Ready To Move,Kalyan nagar,3,Disical,1375,3,2,75.0
Super built-up  Area,Ready To Move,Thanisandra,2,SLaceda,1114,2,1,39.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Brsiaen,1450,2,1,100.0
Built-up  Area,Ready To Move,Hebbal,2,Ratlet ,1000,2,2,45.0
Super built-up  Area,18-Apr,Electronic City,2,Prarkun,1128,2,1,68.75
Super built-up  Area,18-May,Kanakpura Road,2,Wiowsri,1180,2,2,57.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,SrncyRe,1040,2,1,39.52
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Klark L,1691,3,2,113.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,3,2,36.0
Super built-up  Area,Ready To Move,Mallasandra,3,Puestig,1665,3,2,86.58
Built-up  Area,Ready To Move,Brookefield,2,Mapleer,1142,2,2,70.0
Super built-up  Area,Ready To Move,Kodbisanhalli,3,Diacee ,1976,3,1,184.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,Shitt S,1175,2,2,51.47
Built-up  Area,Ready To Move,Subramanyapura,2,DSagax ,1200,2,2,52.0
Built-up  Area,Ready To Move,Kodichikkanahalli,2,Prs 2hi,995,2,1,41.0
Super built-up  Area,Ready To Move,Magadi Road,2,Vrenty ,884,2,1,41.1
Built-up  Area,Ready To Move,Yeshwanthpur,2,IBityin,1170,2,2,57.0
Super built-up  Area,Ready To Move,KR Puram,2,LVniaar,1225,2,1,46.55
Super built-up  Area,18-Apr,Electronic City,2,Prarkun,1342,2,1,73.3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1140,2,1,49.39
Super built-up  Area,Ready To Move,Battarahalli,2,Sancy L,1300,2,1,50.0
Super built-up  Area,Ready To Move,Electronic City,3,GMown E,1360,2,1,71.0
Super built-up  Area,Ready To Move,Hosur Road,3,Sueneu ,1145,2,2,60.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Adeatlm,1278,2,2,95.0
Super built-up  Area,21-Jan,Kanakpura Road,3,PrarePa,1100,3,2,58.0
Super built-up  Area,18-Sep,Chandapura,2,SunceEs,1015,2,2,25.88
Super built-up  Area,Ready To Move,Ferrar Nagar,2,Leton A,1180,2,1,69.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,SrncyRe,1070,2,1,42.79
Super built-up  Area,18-Aug,Magadi Road,2,Vrenty ,1005,2,1,55.78
Super built-up  Area,Ready To Move,Green Glen Layout,3,Soinequ,1575,3,2,125.0
Super built-up  Area,Ready To Move,Subramanyapura,2,Mayne A,975,2,1,65.0
Super built-up  Area,Ready To Move,Hennur Road,3,SaireSa,1904,3,2,120.0
Super built-up  Area,Ready To Move,Harlur,2,Prncyrn,1174,2,1,69.0
Super built-up  Area,Ready To Move,Whitefield,3,UKe 2nz,2225,2,1,125.0
Super built-up  Area,Ready To Move,Jigani,2,DLhtsan,918,2,2,52.0
Super built-up  Area,Ready To Move,Jakkur,3,BrdgeNo,1710,3,2,107.0
Super built-up  Area,Ready To Move,Kambipura,3,Prrtht ,1082,2,1,57.5
Super built-up  Area,Ready To Move,Horamavu Banaswadi,3,Asorai ,1554,3,2,55.0
Super built-up  Area,19-Mar,Hosa Road,2,Skume R,1045,2,1,98.89
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,RothaVa,1680,3,2,150.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,4,Prhtsok,2825,4,3,250.0
Super built-up  Area,Ready To Move,Hosakerehalli,3,Taonte ,2480,3,1,330.0
Built-up  Area,Ready To Move,Kasavanhalli,3,Ocrda M,1799,3,3,90.0
Built-up  Area,18-Mar,Kundalahalli,2,Dieldli,1047,2,1,82.0
Super built-up  Area,Ready To Move,Kaverappa Layout,2,Kesomrn,1282,2,2,87.0
Super built-up  Area,Ready To Move,Whitefield,2,UKe 2nz,1495,2,1,79.5
Built-up  Area,Ready To Move,Kasavanhalli,4,Vaidsi ,3260,4,1,240.0
Super built-up  Area,Ready To Move,Sahakara Nagar,3,EsniaGa,1500,2,2,95.0
Super built-up  Area,18-May,Hosa Road,3,Pamesy ,1639,3,1,80.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1303,2,2,55.79
Super built-up  Area,18-Oct,Chandapura,3,SunceEs,1305,3,1,33.28
Super built-up  Area,Ready To Move,Brookefield,3,Saowson,1440,2,3,68.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,Brway G,1725,3,3,200.0
Super built-up  Area,20-Dec,Varthur,3,Myple M,1535,3,2,65.99
Super built-up  Area,Ready To Move,Haralur Road,3,NRowse ,1464,3,2,56.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,Vasta C,1190,2,1,49.98
Super built-up  Area,Ready To Move,Hennur Road,3,SaireSa,1891,3,1,109.0
Super built-up  Area,18-Jul,Hosa Road,2,Mahesr ,1161,2,1,55.15
Built-up  Area,Ready To Move,Hoodi,2,Goeur G,1425,2,2,80.0
Built-up  Area,Ready To Move,Somasundara Palya,2,Abeesmi,1255,2,2,67.0
Super built-up  Area,18-Jul,Haralur Road,3,SNnia E,1810,3,2,100.0
Built-up  Area,18-Jul,Electronic City Phase II,3,Sryalan,1400,2,1,40.43
Super built-up  Area,Ready To Move,Vidyaranyapura,3,Graceik,1485,2,2,67.0
Super built-up  Area,Ready To Move,Pattandur Agrahara,2,Shvarji,1025,2,1,44.5
Super built-up  Area,Ready To Move,Whitefield,4,ArsiaEx,2268,3,2,163.0
Super built-up  Area,21-Dec,Kanakpura Road,3,PrarePa,1100,3,2,53.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,Puestol,1843,3,2,95.84
Super built-up  Area,Ready To Move,Rachenahalli,3,Sovar S,1530,2,2,74.5
Super built-up  Area,Ready To Move,Vittasandra,2,Prlla C,1246,2,1,64.5
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1194,2,2,46.0
Super built-up  Area,Ready To Move,Babusapalaya,3,ARngsd ,1358,2,1,43.4
Super built-up  Area,Ready To Move,Hoodi,2,Goeur G,1420,2,2,75.0
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,2,Gruesaf,1209,2,1,50.0
Super built-up  Area,Ready To Move,Panathur,3,Saite G,1315,2,1,54.8
Super built-up  Area,Ready To Move,TC Palaya,3,RKncyha,1600,2,2,65.0
Super built-up  Area,Ready To Move,Suraksha Nagar,3,AritaFe,1563,3,2,52.0
Super built-up  Area,Ready To Move,Whitefield,3,SRidePr,1560,2,2,72.0
Super built-up  Area,Ready To Move,Iblur Village,3,Emine P,3235,3,1,235.0
Super built-up  Area,Ready To Move,HSR Layout,2,NRosete,1140,2,2,46.0
Super built-up  Area,Ready To Move,JP Nagar,2,Saowsri,1100,2,2,70.0
Super built-up  Area,18-Mar,Hebbal,2,Arcia S,1036,2,1,50.0
Built-up  Area,Ready To Move,Akshaya Nagar,3,DLhtsnd,1662,3,3,85.1
Super built-up  Area,Ready To Move,Yelachenahalli,3,PuontBe,1464,2,3,105.0
Super built-up  Area,Ready To Move,Yelahanka,2,NCowsar,1234,2,2,80.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Arldsyo,1403,3,1,55.0
Built-up  Area,Ready To Move,Hebbal,4,RMudeat,3900,4,2,410.0
Built-up  Area,Ready To Move,Basava Nagar,2,Saarea ,1405,2,2,70.0
Super built-up  Area,18-Apr,Haralur Road,4,SNnia E,2805,4,3,154.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2,IBityin,1161,2,2,64.08
Super built-up  Area,Ready To Move,Yeshwanthpur,3,IBityin,2557,3,2,141.0
Built-up  Area,Ready To Move,2nd Block Hrbr Layout,3,Raaden ,1480,3,2,90.0
Super built-up  Area,Ready To Move,Kadugodi,3,MSingco,1580,2,2,65.0
Super built-up  Area,18-Sep,Sarjapur  Road,2,PualeSk,1346,2,1,61.92
Super built-up  Area,Ready To Move,Basapura,2,RMncy R,1200,2,2,35.0
Built-up  Area,Ready To Move,Channasandra,3,Pritehi,1340,2,2,48.33
Super built-up  Area,Ready To Move,Jigani,2,DLhtsan,918,2,2,48.0
Plot  Area,Ready To Move,Singena Agrahara,3,CoiewSy,1500,3,2,115.0
Super built-up  Area,Ready To Move,Yelahanka,2,Velas V,1315,2,2,85.0
Super built-up  Area,Ready To Move,Uttarahalli,3,Aklia R,1330,2,1,56.0
Super built-up  Area,17-Dec,Mango Garden Layout,3,Ceral C,1824,3,3,125.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Brnia G,1420,2,2,96.0
Super built-up  Area,Ready To Move,Jalahalli East,3,ShshaSa,1260,2,1,60.0
Super built-up  Area,19-Sep,Hennur Road,3,Orens G,1561,3,2,95.0
Super built-up  Area,18-Jul,Haralur Road,2,SNnia E,1225,2,1,67.38
Super built-up  Area,Ready To Move,Thanisandra,3,Soitya ,2144,3,2,135.0
Super built-up  Area,Ready To Move,Electronic City,2,Itelaa ,880,2,2,29.0
Super built-up  Area,21-Dec,Hoodi,3,GoAirej,1639,3,2,110.0
Built-up  Area,Ready To Move,Thanisandra,3,Pronyt ,1240,2,1,62.0
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1243,2,1,46.0
Super built-up  Area,Ready To Move,Kambipura,3,Prrtht ,1082,2,1,56.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,Puestol,1665,3,2,86.58
Super built-up  Area,21-Dec,Electronic City,3,KonteiT,1691,2,2,102.0
Super built-up  Area,Ready To Move,Thanisandra,2,SLaceda,1100,2,1,38.0
Super built-up  Area,Ready To Move,Choodasandra,2,GRhtiru,1115,2,2,50.0
Super built-up  Area,Ready To Move,Mysore Road,2,Brama P,1070,2,1,45.0
Super built-up  Area,Ready To Move,Indira Nagar,2,Aentsbe,1128,2,2,105.0
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1162,2,1,57.0
Super built-up  Area,Ready To Move,Sai Gardens,2,Alivae ,1339,2,2,55.0
Super built-up  Area,Ready To Move,Mahadevpura,2,Neagar ,1192,2,2,75.0
Super built-up  Area,Ready To Move,Haralur Road,3,DSimaUl,1920,3,1,115.0
Super built-up  Area,Ready To Move,Hennur,2,Shateor,1255,2,1,52.32
Super built-up  Area,18-Apr,Rajaji Nagar,2,ProdsWe,1357,2,1,115.0
Super built-up  Area,Ready To Move,Hanumanth Nagar,2,Saersel,1225,2,2,55.11
Plot  Area,Ready To Move,Whitefield,4,Saark H,2400,4,3,200.0
Super built-up  Area,Ready To Move,Thanisandra,2,Bhmesy ,1093,2,2,70.0
Built-up  Area,Ready To Move,Basaveshwara Nagar,3,Suncy R,1865,3,3,145.0
Super built-up  Area,Ready To Move,Kaikondrahalli,2,Srsica ,1039,2,2,80.0
Super built-up  Area,Ready To Move,Vittasandra,2,Prlla C,1246,2,1,64.5
Super built-up  Area,Ready To Move,Whitefield,3,Suent V,1985,3,2,75.0
Super built-up  Area,Ready To Move,Hosakerehalli,3,APncyla,1590,3,3,49.0
Plot  Area,Ready To Move,Hunasamaranahalli,4,EmardBo,4000,4,2,675.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2,Assha A,775,2,2,38.0
Super built-up  Area,Ready To Move,RWF West Colony,2,PancyRe,1000,2,1,50.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3,Goateds,1800,3,2,175.0
Super built-up  Area,18-Jun,Bommasandra,2,SSestth,1035,2,1,41.0
Super built-up  Area,Ready To Move,Dasarahalli,3,Syonyph,1520,2,1,75.0
Super built-up  Area,Ready To Move,Whitefield,2,BrlisCo,1360,2,1,95.0
Super built-up  Area,Ready To Move,Kodigehaali,2,Shyas S,1117,2,2,56.0
Plot  Area,Ready To Move,KR Puram,4,Esnamin,1200,4,3,120.0
Super built-up  Area,Ready To Move,EPIP Zone,2,BrontLa,1330,2,1,92.5
Super built-up  Area,Ready To Move,Marathahalli,3,Prionad,1937,3,2,160.0
Super built-up  Area,18-Aug,Electronic City,2,Prarkun,1128,2,1,65.49
Super built-up  Area,Ready To Move,Neeladri Nagar,2,NatisAt,1053,2,1,45.0
Super built-up  Area,18-May,Panathur,2,Prcesvy,1198,2,1,77.0
Super built-up  Area,18-Apr,Marathahalli,2,Spows M,1152,2,1,56.0
Super built-up  Area,Ready To Move,Frazer Town,2,Maentr ,1625,2,1,75.0
Super built-up  Area,Ready To Move,Kundalahalli,3,Dieldli,1397,3,3,105.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3,Saade E,1523,3,3,170.0
Super built-up  Area,Ready To Move,Kambipura,2,Prrtht ,883,2,1,45.0
Super built-up  Area,Ready To Move,Yelahanka,2,Neite T,1170,2,1,62.5
Super built-up  Area,Ready To Move,Kanakpura Road,3,Shiew T,1200,2,2,42.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3,DLhtsnd,1897,3,2,120.0
Super built-up  Area,18-May,Haralur Road,3,SNnia E,1875,3,2,110.0
Super built-up  Area,Ready To Move,Jaya Nagar East,3,Maens G,3095,3,3,350.0
Super built-up  Area,Ready To Move,Ambalipura,3,SJarkte,1390,2,1,175.0
Carpet  Area,Ready To Move,Iggalur,2,VaoldMa,910,2,1,30.5
Built-up  Area,Ready To Move,Sompura,3,Suiseit,1025,2,1,48.0
Built-up  Area,Ready To Move,Varthur,2,DSingSt,1024,2,2,42.0
Built-up  Area,Ready To Move,Electronic City,3,Suashen,1620,3,2,62.0
Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1254,2,2,40.0
Built-up  Area,Ready To Move,Banashankari,3,Skave E,1300,2,2,75.0
Super built-up  Area,18-Oct,Hosur Road,3,PuendWe,1510,2,1,105.0
Super built-up  Area,Ready To Move,Kaggalipura,2,Baowsig,950,2,1,65.0
Super built-up  Area,Ready To Move,Battarahalli,3,PaontWa,1945,3,2,97.42
Super built-up  Area,Ready To Move,Thanisandra,3,Bhmesy ,1265,2,1,79.0
Super built-up  Area,19-Dec,Hebbal,3,Magiaya,1255,2,1,77.68
Super built-up  Area,19-Dec,Sarjapur  Road,3,Daivon ,1403,3,3,51.63
Super built-up  Area,Ready To Move,Kudlu Gate,3,Srier P,1535,3,2,85.0
Super built-up  Area,Ready To Move,Chamrajpet,3,SihtsHe,1475,2,2,120.0
Super built-up  Area,Ready To Move,VGP Layout,2,AbnceEs,1133,2,2,55.0
Super built-up  Area,18-Dec,Whitefield,3,Prtates,1697,3,2,94.79
Super built-up  Area,Ready To Move,Vasanth nagar,3,Siace P,1560,3,1,188.0
Super built-up  Area,17-Apr,Hennur Road,3,Koagati,1192,2,1,60.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,Salisal,1349,2,2,78.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Eladero,1680,3,2,120.0
Plot  Area,Ready To Move,Whitefield,4,Skensk ,5000,4,3,400.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,TGjraVa,1484,3,2,52.5
Plot  Area,Ready To Move,Siddapura,4,Apavea ,14000,3,2,800.0
Built-up  Area,Ready To Move,RWF West Colony,3,PancyRe,1384,3,2,62.28
Built-up  Area,Ready To Move,Uttarahalli,2,Sungsha,1150,2,1,49.0
Built-up  Area,Ready To Move,Kaggadasapura,4,Adsia F,2150,4,1,100.0
Built-up  Area,Ready To Move,Maragondanahalli,3,ArnzaFi,1508,3,2,70.25
Built-up  Area,Ready To Move,Ramamurthy Nagar,2,Foghaa ,1040,2,2,50.0
Plot  Area,Ready To Move,TC Palaya,2,Lancy R,1240,2,1,60.0
Super built-up  Area,Ready To Move,Kudlu Gate,3,Srier P,1535,3,1,78.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,2,RothaVa,1180,2,2,75.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,SNity S,1400,2,2,78.0
Plot  Area,Ready To Move,Whitefield,4,Pronege,4800,4,3,525.0
Super built-up  Area,Ready To Move,Garudachar Palya,3,BrlisMe,1960,3,3,160.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Shthi S,1035,2,1,45.0
Built-up  Area,Ready To Move,Whitefield,3,Mithmn ,1700,3,2,115.0
Super built-up  Area,21-Jan,Tumkur Road,3,Sapus S,1586,3,1,100.0
Plot  Area,Ready To Move,Chikka Tirupathi,4,Theanmp,2325,4,1,120.0
Super built-up  Area,Ready To Move,Yelahanka,2,Rarthne,1120,2,2,55.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,CharkGr,1128,2,2,59.0
Super built-up  Area,Ready To Move,Jigani,2,DLhtsan,924,2,2,65.0
Super built-up  Area,Ready To Move,Suraksha Nagar,3,AritaFe,1600,3,2,52.0
Super built-up  Area,Ready To Move,Amruthahalli,2,Srncy R,1200,2,2,55.0
Built-up  Area,Ready To Move,Kannamangala,2,VBownre,957,2,1,56.0
Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1140,2,2,41.0
Super built-up  Area,Ready To Move,Roopena Agrahara,2,RortsCo,1050,2,1,67.0
Built-up  Area,Ready To Move,Kanakpura Road,3,SoapeSu,1558.67,2,2,65.0
Super built-up  Area,Ready To Move,Whitefield,3,Iseenst,1403,2,2,60.81
Super built-up  Area,Ready To Move,Kanakpura Road,3,SLourle,1542,2,3,85.0
Super built-up  Area,Ready To Move,Dooravani Nagar,3,Puceswn,1596,3,1,105.0
Super built-up  Area,17-Nov,Channasandra,2,Unm 2El,1009,2,1,38.34
Super built-up  Area,18-Jul,Hosa Road,3,Mahesr ,1726,3,2,81.99
Super built-up  Area,Ready To Move,Kudlu Gate,3,Srier P,1535,3,2,86.0
Plot  Area,Ready To Move,Whitefield,4,Adowslm,3100,4,2,465.0
Built-up  Area,Ready To Move,Kalkere,2,Sothin ,925,2,2,48.0
Super built-up  Area,Ready To Move,Gollahalli,2,ArzzaRe,1395,2,1,63.59
Super built-up  Area,Ready To Move,Sonnenahalli,3,DSgam S,1415,2,1,55.0
Super built-up  Area,Ready To Move,Begur,3,Arera V,1419,2,2,59.0
Super built-up  Area,18-Feb,Kasavanhalli,2,Brersge,1121,2,2,78.0
Super built-up  Area,18-Jun,KR Puram,2,MCnexva,1100,2,1,47.0
Super built-up  Area,Ready To Move,Hoodi,3,Keers S,1606,3,3,89.55
Super built-up  Area,Ready To Move,Electronic City,2,Itelaa ,710,2,2,16.0
Super built-up  Area,Ready To Move,Nagarbhavi,3,DSesthr,1523,2,2,53.4
Super built-up  Area,Ready To Move,Whitefield,2,Krine C,1232,2,2,45.0
Super built-up  Area,19-Dec,Hebbal,3,Magiaya,1355,3,1,83.87
Super built-up  Area,Ready To Move,Thanisandra,3,MenueNo,1430,2,2,51.46
Super built-up  Area,Ready To Move,Electronic City,2,GMown E,1070,2,1,56.1
Super built-up  Area,Ready To Move,Marathahalli,3,SatatHa,1610,3,1,90.0
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1140,2,2,43.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1143,2,2,38.65
Super built-up  Area,Ready To Move,Rachenahalli,3,Sovar S,1530,2,2,74.4
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,Brnia G,980,2,2,69.0
Super built-up  Area,Ready To Move,Whitefield,3,ChodsGr,1485,3,2,65.0
Plot  Area,18-May,Whitefield,3,WoarkEm,1500,3,1,130.0
Super built-up  Area,18-Oct,Whitefield,2,Umods W,1280,2,1,75.0
Super built-up  Area,Ready To Move,Thanisandra,2,Bhmesy ,1265,2,2,85.0
Super built-up  Area,Ready To Move,Ashwath Nagar,2,SJcerpe,1262,2,2,63.0
